r(m), theta(rad), phi(rad), E(Re), E(Im), H(Re), H(Im)
0.300000, -2.261947, 0.471239, 0.010925, 0.029481, 0.000031, 0.000083
0.300000, -2.261947, 0.439823, 0.012122, 0.022397, 0.000038, 0.000064
0.300000, -2.261947, 0.408407, 0.023422, 0.006219, 0.000066, 0.000020
0.300000, -2.261947, 0.376991, 0.022636, 0.020810, 0.000062, 0.000052
0.300000, -2.261947, 0.345575, 0.014766, 0.038259, 0.000037, 0.000098
0.300000, -2.261947, 0.314159, 0.030053, 0.040759, 0.000077, 0.000105
0.300000, -2.261947, 0.282743, 0.051575, 0.024414, 0.000135, 0.000061
0.300000, -2.261947, 0.251327, 0.057792, 0.011425, 0.000152, 0.000032
0.300000, -2.261947, 0.219911, 0.040523, 0.038690, 0.000107, 0.000106
0.300000, -2.261947, 0.188496, 0.006513, 0.049490, 0.000019, 0.000135
0.300000, -2.261947, 0.157080, 0.031182, 0.031658, 0.000083, 0.000088
0.300000, -2.261947, 0.125664, 0.043869, 0.008767, 0.000116, 0.000020
0.300000, -2.261947, 0.094248, 0.022627, 0.046442, 0.000060, 0.000118
0.300000, -2.261947, 0.062832, 0.022530, 0.055997, 0.000059, 0.000143
0.300000, -2.261947, 0.031416, 0.060345, 0.026755, 0.000159, 0.000066
0.300000, 0.000000, 0.000000, 0.062013, 0.024102, 0.000162, 0.000068
0.300000, 0.000000, 3.141593, 0.029329, 0.045003, 0.000068, 0.000116
0.300000, -2.199115, 3.110177, 0.016303, 0.046745, 0.000051, 0.000122
0.300000, -2.199115, 3.078761, 0.047546, 0.017852, 0.000134, 0.000046
0.300000, -2.199115, 3.047345, 0.049535, 0.023031, 0.000139, 0.000060
0.300000, -2.199115, 3.015929, 0.024853, 0.051590, 0.000074, 0.000136
0.300000, -2.199115, 2.984513, 0.011792, 0.055484, 0.000024, 0.000146
0.300000, -2.199115, 2.953097, 0.038630, 0.036108, 0.000094, 0.000095
0.300000, -2.199115, 2.921681, 0.046538, 0.005782, 0.000115, 0.000016
0.300000, -2.199115, 2.890265, 0.034859, 0.021053, 0.000085, 0.000058
0.300000, -2.199115, 2.858849, 0.013762, 0.033744, 0.000029, 0.000091
0.300000, -2.199115, 2.827433, 0.018245, 0.030071, 0.000053, 0.000081
0.300000, -2.199115, 2.796017, 0.032854, 0.015317, 0.000093, 0.000042
0.300000, -2.199115, 2.764602, 0.035749, 0.012910, 0.000101, 0.000032
0.300000, -2.199115, 2.733186, 0.026853, 0.028390, 0.000077, 0.000072
0.300000, -2.199115, 2.701770, 0.011005, 0.037135, 0.000034, 0.000095
0.300000, -2.199115, 2.670354, 0.008392, 0.035772, 0.000017, 0.000092
0.300000, -2.199115, 2.638938, 0.020654, 0.026014, 0.000049, 0.000066
0.300000, -2.199115, 2.607522, 0.025687, 0.012347, 0.000063, 0.000029
0.300000, -2.199115, 2.576106, 0.022712, 0.004722, 0.000055, 0.000013
0.300000, -2.199115, 2.544690, 0.014008, 0.011698, 0.000032, 0.000034
0.300000, -2.199115, 2.513274, 0.003873, 0.014531, 0.000007, 0.000042
0.300000, -2.199115, 2.481858, 0.007746, 0.012516, 0.000023, 0.000037
0.300000, -2.199115, 2.450442, 0.014139, 0.008819, 0.000040, 0.000028
0.300000, -2.199115, 2.419026, 0.017092, 0.008702, 0.000048, 0.000025
0.300000, -2.199115, 2.387610, 0.017454, 0.011902, 0.000049, 0.000030
0.300000, -2.199115, 2.356194, 0.016696, 0.014348, 0.000046, 0.000035
0.300000, -2.199115, 2.324779, 0.015793, 0.014943, 0.000043, 0.000035
0.300000, -2.199115, 2.293363, 0.014824, 0.014053, 0.000040, 0.000032
0.300000, -2.199115, 2.261947, 0.013504, 0.012373, 0.000036, 0.000027
0.300000, -2.199115, 2.230531, 0.011775, 0.010422, 0.000031, 0.000021
0.300000, -2.199115, 2.199115, 0.009896, 0.008454, 0.000025, 0.000015
0.300000, -2.199115, 2.167699, 0.008227, 0.006643, 0.000021, 0.000010
0.300000, -2.199115, 2.136283, 0.007038, 0.005293, 0.000017, 0.000006
0.300000, -2.199115, 2.104867, 0.006437, 0.004786, 0.000016, 0.000008
0.300000, -2.199115, 2.073451, 0.006382, 0.005117, 0.000016, 0.000012
0.300000, -2.199115, 2.042035, 0.006732, 0.005825, 0.000017, 0.000015
0.300000, -2.199115, 2.010619, 0.007297, 0.006540, 0.000019, 0.000018
0.300000, -2.199115, 1.979203, 0.007906, 0.007128, 0.000021, 0.000020
0.300000, -2.199115, 1.947787, 0.008447, 0.007589, 0.000023, 0.000021
0.300000, -2.199115, 1.916372, 0.008864, 0.007967, 0.000024, 0.000022
0.300000, -2.199115, 1.884956, 0.009144, 0.008323, 0.000025, 0.000022
0.300000, -2.199115, 1.853540, 0.009297, 0.008714, 0.000026, 0.000022
0.300000, -2.199115, 1.822124, 0.009343, 0.009182, 0.000026, 0.000023
0.300000, -2.199115, 1.790708, 0.009309, 0.009741, 0.000026, 0.000024
0.300000, -2.199115, 1.759292, 0.009224, 0.010374, 0.000025, 0.000025
0.300000, -2.199115, 1.727876, 0.009116, 0.011039, 0.000025, 0.000027
0.300000, -2.199115, 1.696460, 0.009005, 0.011680, 0.000024, 0.000029
0.300000, -2.199115, 1.665044, 0.008893, 0.012243, 0.000024, 0.000030
0.300000, -2.199115, 1.633628, 0.008772, 0.012678, 0.000023, 0.000032
0.300000, -2.199115, 1.602212, 0.008622, 0.012946, 0.000023, 0.000033
0.300000, -2.199115, 1.570796, 0.008429, 0.013018, 0.000022, 0.000033
0.300000, -2.199115, 1.539380, 0.008191, 0.012875, 0.000021, 0.000033
0.300000, -2.199115, 1.507964, 0.007927, 0.012513, 0.000020, 0.000032
0.300000, -2.199115, 1.476549, 0.007678, 0.011946, 0.000020, 0.000030
0.300000, -2.199115, 1.445133, 0.007502, 0.011214, 0.000019, 0.000028
0.300000, -2.199115, 1.413717, 0.007461, 0.010392, 0.000019, 0.000025
0.300000, -2.199115, 1.382301, 0.007608, 0.009584, 0.000020, 0.000022
0.300000, -2.199115, 1.350885, 0.007983, 0.008914, 0.000021, 0.000019
0.300000, -2.199115, 1.319469, 0.008602, 0.008481, 0.000023, 0.000016
0.300000, -2.199115, 1.288053, 0.009464, 0.008311, 0.000025, 0.000014
0.300000, -2.199115, 1.256637, 0.010539, 0.008335, 0.000028, 0.000012
0.300000, -2.199115, 1.225221, 0.011771, 0.008430, 0.000031, 0.000011
0.300000, -2.199115, 1.193805, 0.013086, 0.008489, 0.000034, 0.000011
0.300000, -2.199115, 1.162389, 0.014409, 0.008463, 0.000037, 0.000011
0.300000, -2.199115, 1.130973, 0.015678, 0.008381, 0.000040, 0.000012
0.300000, -2.199115, 1.099557, 0.016856, 0.008339, 0.000043, 0.000014
0.300000, -2.199115, 1.068142, 0.017920, 0.008460, 0.000046, 0.000017
0.300000, -2.199115, 1.036726, 0.018853, 0.008813, 0.000048, 0.000021
0.300000, -2.199115, 1.005310, 0.019617, 0.009332, 0.000050, 0.000025
0.300000, -2.199115, 0.973894, 0.020122, 0.009838, 0.000052, 0.000028
0.300000, -2.199115, 0.942478, 0.020192, 0.010145, 0.000052, 0.000030
0.300000, -2.199115, 0.911062, 0.019582, 0.010140, 0.000051, 0.000030
0.300000, -2.199115, 0.879646, 0.018065, 0.009773, 0.000048, 0.000029
0.300000, -2.199115, 0.848230, 0.015588, 0.009052, 0.000043, 0.000025
0.300000, -2.199115, 0.816814, 0.012357, 0.008384, 0.000036, 0.000020
0.300000, -2.199115, 0.785398, 0.008843, 0.009148, 0.000028, 0.000016
0.300000, -2.199115, 0.753982, 0.006626, 0.012209, 0.000024, 0.000022
0.300000, -2.199115, 0.722566, 0.009851, 0.015929, 0.000029, 0.000032
0.300000, -2.199115, 0.691150, 0.017717, 0.017753, 0.000047, 0.000038
0.300000, -2.199115, 0.659734, 0.026858, 0.015708, 0.000069, 0.000033
0.300000, -2.199115, 0.628319, 0.034120, 0.010024, 0.000088, 0.000021
0.300000, -2.199115, 0.596903, 0.036333, 0.009440, 0.000093, 0.000028
0.300000, -2.199115, 0.565487, 0.031515, 0.018528, 0.000081, 0.000054
0.300000, -2.199115, 0.534071, 0.020517, 0.025456, 0.000054, 0.000073
0.300000, -2.199115, 0.502655, 0.010649, 0.024720, 0.000032, 0.000070
0.300000, -2.199115, 0.471239, 0.016221, 0.014724, 0.000047, 0.000044
0.300000, -2.199115, 0.439823, 0.021881, 0.004528, 0.000061, 0.000010
0.300000, -2.199115, 0.408407, 0.018859, 0.022422, 0.000051, 0.000055
0.300000, -2.199115, 0.376991, 0.014682, 0.035857, 0.000036, 0.000091
0.300000, -2.199115, 0.345575, 0.029024, 0.037511, 0.000074, 0.000095
0.300000, -2.199115, 0.314159, 0.047307, 0.025000, 0.000123, 0.000062
0.300000, -2.199115, 0.282743, 0.055336, 0.008463, 0.000145, 0.000022
0.300000, -2.199115, 0.251327, 0.046052, 0.029312, 0.000121, 0.000081
0.300000, -2.199115, 0.219911, 0.020148, 0.045816, 0.000054, 0.000125
0.300000, -2.199115, 0.188496, 0.014502, 0.042112, 0.000040, 0.000115
0.300000, -2.199115, 0.157080, 0.038655, 0.016160, 0.000103, 0.000047
0.300000, -2.199115, 0.125664, 0.039451, 0.022187, 0.000105, 0.000055
0.300000, -2.199115, 0.094248, 0.012855, 0.051558, 0.000033, 0.000132
0.300000, -2.199115, 0.062832, 0.029827, 0.053474, 0.000078, 0.000137
0.300000, -2.199115, 0.031416, 0.061990, 0.023094, 0.000163, 0.000056
0.300000, 0.000000, 0.000000, 0.062013, 0.024102, 0.000162, 0.000068
0.300000, 0.000000, 3.141593, 0.029329, 0.045003, 0.000068, 0.000116
0.300000, -2.136283, 3.110177, 0.012526, 0.047968, 0.000040, 0.000125
0.300000, -2.136283, 3.078761, 0.043540, 0.024474, 0.000123, 0.000063
0.300000, -2.136283, 3.047345, 0.051471, 0.012216, 0.000144, 0.000031
0.300000, -2.136283, 3.015929, 0.035669, 0.042504, 0.000102, 0.000112
0.300000, -2.136283, 2.984513, 0.007306, 0.055340, 0.000026, 0.000146
0.300000, -2.136283, 2.953097, 0.023599, 0.047890, 0.000055, 0.000126
0.300000, -2.136283, 2.921681, 0.041055, 0.026177, 0.000101, 0.000069
0.300000, -2.136283, 2.890265, 0.042830, 0.001321, 0.000106, 0.000008
0.300000, -2.136283, 2.858849, 0.031206, 0.020401, 0.000075, 0.000056
0.300000, -2.136283, 2.827433, 0.014201, 0.030136, 0.000031, 0.000082
0.300000, -2.136283, 2.796017, 0.014774, 0.027985, 0.000043, 0.000076
0.300000, -2.136283, 2.764602, 0.027055, 0.016999, 0.000077, 0.000047
0.300000, -2.136283, 2.733186, 0.032253, 0.007973, 0.000091, 0.000020
0.300000, -2.136283, 2.701770, 0.028715, 0.019028, 0.000082, 0.000047
0.300000, -2.136283, 2.670354, 0.018743, 0.029463, 0.000055, 0.000075
0.300000, -2.136283, 2.638938, 0.008059, 0.033279, 0.000025, 0.000085
0.300000, -2.136283, 2.607522, 0.011022, 0.030316, 0.000025, 0.000077
0.300000, -2.136283, 2.576106, 0.018051, 0.022720, 0.000042, 0.000057
0.300000, -2.136283, 2.544690, 0.020470, 0.013947, 0.000049, 0.000034
0.300000, -2.136283, 2.513274, 0.018175, 0.008242, 0.000043, 0.000021
0.300000, -2.136283, 2.481858, 0.012967, 0.008059, 0.000029, 0.000023
0.300000, -2.136283, 2.450442, 0.007550, 0.008997, 0.000016, 0.000027
0.300000, -2.136283, 2.419026, 0.005800, 0.008864, 0.000016, 0.000028
0.300000, -2.136283, 2.387610, 0.008095, 0.008543, 0.000024, 0.000027
0.300000, -2.136283, 2.356194, 0.010606, 0.008872, 0.000030, 0.000027
0.300000, -2.136283, 2.324779, 0.012457, 0.009527, 0.000035, 0.000027
0.300000, -2.136283, 2.293363, 0.013690, 0.009942, 0.000038, 0.000027
0.300000, -2.136283, 2.261947, 0.014314, 0.010052, 0.000040, 0.000026
0.300000, -2.136283, 2.230531, 0.014297, 0.010141, 0.000040, 0.000024
0.300000, -2.136283, 2.199115, 0.013695, 0.010468, 0.000038, 0.000024
0.300000, -2.136283, 2.167699, 0.012659, 0.011079, 0.000035, 0.000025
0.300000, -2.136283, 2.136283, 0.011379, 0.011855, 0.000031, 0.000027
0.300000, -2.136283, 2.104867, 0.010036, 0.012622, 0.000027, 0.000029
0.300000, -2.136283, 2.073451, 0.008815, 0.013205, 0.000023, 0.000030
0.300000, -2.136283, 2.042035, 0.007911, 0.013455, 0.000020, 0.000031
0.300000, -2.136283, 2.010619, 0.007464, 0.013282, 0.000019, 0.000031
0.300000, -2.136283, 1.979203, 0.007430, 0.012682, 0.000018, 0.000029
0.300000, -2.136283, 1.947787, 0.007583, 0.011739, 0.000018, 0.000027
0.300000, -2.136283, 1.916372, 0.007667, 0.010603, 0.000018, 0.000025
0.300000, -2.136283, 1.884956, 0.007519, 0.009459, 0.000018, 0.000023
0.300000, -2.136283, 1.853540, 0.007099, 0.008476, 0.000017, 0.000021
0.300000, -2.136283, 1.822124, 0.006464, 0.007773, 0.000015, 0.000020
0.300000, -2.136283, 1.790708, 0.005750, 0.007376, 0.000014, 0.000019
0.300000, -2.136283, 1.759292, 0.005132, 0.007237, 0.000013, 0.000019
0.300000, -2.136283, 1.727876, 0.004777, 0.007267, 0.000012, 0.000019
0.300000, -2.136283, 1.696460, 0.004755, 0.007387, 0.000013, 0.000019
0.300000, -2.136283, 1.665044, 0.004986, 0.007548, 0.000014, 0.000019
0.300000, -2.136283, 1.633628, 0.005316, 0.007727, 0.000015, 0.000018
0.300000, -2.136283, 1.602212, 0.005609, 0.007922, 0.000016, 0.000018
0.300000, -2.136283, 1.570796, 0.005791, 0.008140, 0.000017, 0.000017
0.300000, -2.136283, 1.539380, 0.005855, 0.008393, 0.000017, 0.000017
0.300000, -2.136283, 1.507964, 0.005861, 0.008679, 0.000017, 0.000016
0.300000, -2.136283, 1.476549, 0.005939, 0.008985, 0.000017, 0.000016
0.300000, -2.136283, 1.445133, 0.006255, 0.009276, 0.000018, 0.000016
0.300000, -2.136283, 1.413717, 0.006925, 0.009511, 0.000019, 0.000017
0.300000, -2.136283, 1.382301, 0.007935, 0.009656, 0.000022, 0.000017
0.300000, -2.136283, 1.350885, 0.009140, 0.009708, 0.000025, 0.000017
0.300000, -2.136283, 1.319469, 0.010339, 0.009707, 0.000027, 0.000018
0.300000, -2.136283, 1.288053, 0.011326, 0.009733, 0.000030, 0.000020
0.300000, -2.136283, 1.256637, 0.011928, 0.009867, 0.000031, 0.000022
0.300000, -2.136283, 1.225221, 0.012038, 0.010130, 0.000031, 0.000024
0.300000, -2.136283, 1.193805, 0.011632, 0.010448, 0.000030, 0.000027
0.300000, -2.136283, 1.162389, 0.010790, 0.010678, 0.000028, 0.000029
0.300000, -2.136283, 1.130973, 0.009687, 0.010676, 0.000025, 0.000029
0.300000, -2.136283, 1.099557, 0.008583, 0.010361, 0.000022, 0.000029
0.300000, -2.136283, 1.068142, 0.007765, 0.009742, 0.000021, 0.000027
0.300000, -2.136283, 1.036726, 0.007442, 0.008908, 0.000021, 0.000024
0.300000, -2.136283, 1.005310, 0.007586, 0.008014, 0.000023, 0.000020
0.300000, -2.136283, 0.973894, 0.007921, 0.007312, 0.000024, 0.000014
0.300000, -2.136283, 0.942478, 0.008107, 0.007169, 0.000025, 0.000009
0.300000, -2.136283, 0.911062, 0.007996, 0.007875, 0.000025, 0.000006
0.300000, -2.136283, 0.879646, 0.007923, 0.009326, 0.000025, 0.000010
0.300000, -2.136283, 0.848230, 0.008844, 0.011134, 0.000027, 0.000017
0.300000, -2.136283, 0.816814, 0.011592, 0.012889, 0.000032, 0.000023
0.300000, -2.136283, 0.785398, 0.016010, 0.014168, 0.000042, 0.000028
0.300000, -2.136283, 0.753982, 0.021409, 0.014483, 0.000056, 0.000031
0.300000, -2.136283, 0.722566, 0.026851, 0.013551, 0.000069, 0.000031
0.300000, -2.136283, 0.691150, 0.031031, 0.012233, 0.000080, 0.000032
0.300000, -2.136283, 0.659734, 0.032410, 0.013285, 0.000083, 0.000039
0.300000, -2.136283, 0.628319, 0.029840, 0.017528, 0.000077, 0.000052
0.300000, -2.136283, 0.596903, 0.023604, 0.021492, 0.000061, 0.000063
0.300000, -2.136283, 0.565487, 0.016915, 0.021463, 0.000046, 0.000062
0.300000, -2.136283, 0.534071, 0.015957, 0.015352, 0.000045, 0.000046
0.300000, -2.136283, 0.502655, 0.019056, 0.003805, 0.000053, 0.000014
0.300000, -2.136283, 0.471239, 0.018717, 0.012413, 0.000051, 0.000027
0.300000, -2.136283, 0.439823, 0.013998, 0.026341, 0.000037, 0.000064
0.300000, -2.136283, 0.408407, 0.017087, 0.034174, 0.000042, 0.000085
0.300000, -2.136283, 0.376991, 0.031937, 0.032373, 0.000081, 0.000081
0.300000, -2.136283, 0.345575, 0.046081, 0.020529, 0.000120, 0.000050
0.300000, -2.136283, 0.314159, 0.051852, 0.008277, 0.000136, 0.000021
0.300000, -2.136283, 0.282743, 0.044979, 0.025164, 0.000118, 0.000070
0.300000, -2.136283, 0.251327, 0.025380, 0.040763, 0.000067, 0.000112
0.300000, -2.136283, 0.219911, 0.005037, 0.042998, 0.000019, 0.000118
0.300000, -2.136283, 0.188496, 0.028610, 0.027797, 0.000077, 0.000078
0.300000, -2.136283, 0.157080, 0.040645, 0.003357, 0.000108, 0.000009
0.300000, -2.136283, 0.125664, 0.031230, 0.034582, 0.000083, 0.000087
0.300000, -2.136283, 0.094248, 0.003788, 0.054628, 0.000006, 0.000140
0.300000, -2.136283, 0.062832, 0.037046, 0.049793, 0.000097, 0.000127
0.300000, -2.136283, 0.031416, 0.063442, 0.019157, 0.000167, 0.000045
0.300000, 0.000000, 0.000000, 0.062013, 0.024102, 0.000162, 0.000068
0.300000, 0.000000, 3.141593, 0.029329, 0.045003, 0.000068, 0.000116
0.300000, -2.073451, 3.110177, 0.008607, 0.048957, 0.000030, 0.000128
0.300000, -2.073451, 3.078761, 0.038421, 0.030764, 0.000110, 0.000080
0.300000, -2.073451, 3.047345, 0.051027, 0.003314, 0.000143, 0.000003
0.300000, -2.073451, 3.015929, 0.043866, 0.030318, 0.000124, 0.000080
0.300000, -2.073451, 2.984513, 0.022624, 0.049202, 0.000068, 0.000130
0.300000, -2.073451, 2.953097, 0.005964, 0.052593, 0.000013, 0.000139
0.300000, -2.073451, 2.921681, 0.026519, 0.042055, 0.000063, 0.000111
0.300000, -2.073451, 2.890265, 0.038689, 0.023104, 0.000095, 0.000060
0.300000, -2.073451, 2.858849, 0.039655, 0.002737, 0.000097, 0.000009
0.300000, -2.073451, 2.827433, 0.031310, 0.014765, 0.000075, 0.000041
0.300000, -2.073451, 2.796017, 0.018135, 0.024453, 0.000041, 0.000067
0.300000, -2.073451, 2.764602, 0.010359, 0.025804, 0.000027, 0.000070
0.300000, -2.073451, 2.733186, 0.018188, 0.019809, 0.000053, 0.000054
0.300000, -2.073451, 2.701770, 0.025724, 0.009397, 0.000073, 0.000027
0.300000, -2.073451, 2.670354, 0.027806, 0.006782, 0.000079, 0.000015
0.300000, -2.073451, 2.638938, 0.024646, 0.016896, 0.000071, 0.000041
0.300000, -2.073451, 2.607522, 0.018514, 0.024352, 0.000054, 0.000061
0.300000, -2.073451, 2.576106, 0.013154, 0.027379, 0.000038, 0.000069
0.300000, -2.073451, 2.544690, 0.012075, 0.026437, 0.000031, 0.000066
0.300000, -2.073451, 2.513274, 0.013534, 0.022987, 0.000032, 0.000057
0.300000, -2.073451, 2.481858, 0.014106, 0.018653, 0.000032, 0.000046
0.300000, -2.073451, 2.450442, 0.013048, 0.014480, 0.000029, 0.000036
0.300000, -2.073451, 2.419026, 0.011019, 0.010711, 0.000023, 0.000026
0.300000, -2.073451, 2.387610, 0.008859, 0.007242, 0.000018, 0.000018
0.300000, -2.073451, 2.356194, 0.007015, 0.004291, 0.000013, 0.000012
0.300000, -2.073451, 2.324779, 0.005607, 0.002970, 0.000009, 0.000012
0.300000, -2.073451, 2.293363, 0.004903, 0.003774, 0.000008, 0.000015
0.300000, -2.073451, 2.261947, 0.005307, 0.004828, 0.000011, 0.000018
0.300000, -2.073451, 2.230531, 0.006627, 0.005376, 0.000017, 0.000019
0.300000, -2.073451, 2.199115, 0.008345, 0.005428, 0.000022, 0.000019
0.300000, -2.073451, 2.167699, 0.010163, 0.005141, 0.000028, 0.000018
0.300000, -2.073451, 2.136283, 0.011933, 0.004723, 0.000033, 0.000016
0.300000, -2.073451, 2.104867, 0.013511, 0.004540, 0.000038, 0.000014
0.300000, -2.073451, 2.073451, 0.014720, 0.005074, 0.000041, 0.000014
0.300000, -2.073451, 2.042035, 0.015407, 0.006418, 0.000043, 0.000015
0.300000, -2.073451, 2.010619, 0.015497, 0.008187, 0.000043, 0.000018
0.300000, -2.073451, 1.979203, 0.015029, 0.009945, 0.000041, 0.000022
0.300000, -2.073451, 1.947787, 0.014143, 0.011375, 0.000039, 0.000025
0.300000, -2.073451, 1.916372, 0.013052, 0.012291, 0.000035, 0.000027
0.300000, -2.073451, 1.884956, 0.011991, 0.012620, 0.000032, 0.000027
0.300000, -2.073451, 1.853540, 0.011156, 0.012389, 0.000030, 0.000026
0.300000, -2.073451, 1.822124, 0.010654, 0.011700, 0.000028, 0.000024
0.300000, -2.073451, 1.790708, 0.010475, 0.010714, 0.000027, 0.000021
0.300000, -2.073451, 1.759292, 0.010532, 0.009620, 0.000027, 0.000017
0.300000, -2.073451, 1.727876, 0.010720, 0.008626, 0.000027, 0.000014
0.300000, -2.073451, 1.696460, 0.010958, 0.007913, 0.000028, 0.000012
0.300000, -2.073451, 1.665044, 0.011203, 0.007588, 0.000029, 0.000011
0.300000, -2.073451, 1.633628, 0.011434, 0.007629, 0.000030, 0.000013
0.300000, -2.073451, 1.602212, 0.011642, 0.007916, 0.000030, 0.000015
0.300000, -2.073451, 1.570796, 0.011815, 0.008302, 0.000031, 0.000017
0.300000, -2.073451, 1.539380, 0.011931, 0.008681, 0.000031, 0.000019
0.300000, -2.073451, 1.507964, 0.011951, 0.008998, 0.000031, 0.000021
0.300000, -2.073451, 1.476549, 0.011824, 0.009248, 0.000031, 0.000023
0.300000, -2.073451, 1.445133, 0.011488, 0.009452, 0.000030, 0.000024
0.300000, -2.073451, 1.413717, 0.010886, 0.009632, 0.000028, 0.000026
0.300000, -2.073451, 1.382301, 0.009975, 0.009787, 0.000026, 0.000027
0.300000, -2.073451, 1.350885, 0.008749, 0.009877, 0.000022, 0.000027
0.300000, -2.073451, 1.319469, 0.007253, 0.009826, 0.000018, 0.000028
0.300000, -2.073451, 1.288053, 0.005601, 0.009559, 0.000014, 0.000027
0.300000, -2.073451, 1.256637, 0.003981, 0.009065, 0.000010, 0.000025
0.300000, -2.073451, 1.225221, 0.002663, 0.008475, 0.000008, 0.000022
0.300000, -2.073451, 1.193805, 0.001919, 0.008125, 0.000008, 0.000020
0.300000, -2.073451, 1.162389, 0.001716, 0.008450, 0.000009, 0.000018
0.300000, -2.073451, 1.130973, 0.001890, 0.009588, 0.000011, 0.000018
0.300000, -2.073451, 1.099557, 0.002837, 0.011206, 0.000013, 0.000021
0.300000, -2.073451, 1.068142, 0.004765, 0.012794, 0.000016, 0.000025
0.300000, -2.073451, 1.036726, 0.007386, 0.013941, 0.000022, 0.000027
0.300000, -2.073451, 1.005310, 0.010324, 0.014436, 0.000028, 0.000029
0.300000, -2.073451, 0.973894, 0.013247, 0.014276, 0.000035, 0.000028
0.300000, -2.073451, 0.942478, 0.015931, 0.013637, 0.000041, 0.000027
0.300000, -2.073451, 0.911062, 0.018303, 0.012814, 0.000047, 0.000026
0.300000, -2.073451, 0.879646, 0.020420, 0.012152, 0.000052, 0.000026
0.300000, -2.073451, 0.848230, 0.022384, 0.011949, 0.000057, 0.000028
0.300000, -2.073451, 0.816814, 0.024243, 0.012317, 0.000062, 0.000032
0.300000, -2.073451, 0.785398, 0.025907, 0.013112, 0.000066, 0.000037
0.300000, -2.073451, 0.753982, 0.027090, 0.014112, 0.000069, 0.000042
0.300000, -2.073451, 0.722566, 0.027319, 0.015214, 0.000070, 0.000046
0.300000, -2.073451, 0.691150, 0.026154, 0.016254, 0.000068, 0.000050
0.300000, -2.073451, 0.659734, 0.023642, 0.016569, 0.000062, 0.000050
0.300000, -2.073451, 0.628319, 0.020752, 0.014982, 0.000055, 0.000046
0.300000, -2.073451, 0.596903, 0.018932, 0.010565, 0.000052, 0.000033
0.300000, -2.073451, 0.565487, 0.018117, 0.005456, 0.000050, 0.000014
0.300000, -2.073451, 0.534071, 0.016191, 0.011483, 0.000044, 0.000023
0.300000, -2.073451, 0.502655, 0.012390, 0.021518, 0.000033, 0.000050
0.300000, -2.073451, 0.471239, 0.013374, 0.028755, 0.000032, 0.000069
0.300000, -2.073451, 0.439823, 0.024076, 0.030048, 0.000061, 0.000073
0.300000, -2.073451, 0.408407, 0.036803, 0.024044, 0.000095, 0.000057
0.300000, -2.073451, 0.376991, 0.045778, 0.012169, 0.000119, 0.000026
0.300000, -2.073451, 0.345575, 0.047292, 0.010336, 0.000123, 0.000030
0.300000, -2.073451, 0.314159, 0.039548, 0.025649, 0.000104, 0.000072
0.300000, -2.073451, 0.282743, 0.023158, 0.037432, 0.000062, 0.000103
0.300000, -2.073451, 0.251327, 0.004199, 0.039833, 0.000019, 0.000110
0.300000, -2.073451, 0.219911, 0.021730, 0.029951, 0.000060, 0.000084
0.300000, -2.073451, 0.188496, 0.036042, 0.008691, 0.000097, 0.000028
0.300000, -2.073451, 0.157080, 0.036277, 0.019833, 0.000096, 0.000049
0.300000, -2.073451, 0.125664, 0.019575, 0.044459, 0.000052, 0.000113
0.300000, -2.073451, 0.094248, 0.011693, 0.055211, 0.000029, 0.000141
0.300000, -2.073451, 0.062832, 0.043938, 0.044909, 0.000115, 0.000114
0.300000, -2.073451, 0.031416, 0.064652, 0.014976, 0.000170, 0.000034
0.300000, 0.000000, 0.000000, 0.062013, 0.024102, 0.000162, 0.000068
0.300000, 0.000000, 3.141593, 0.029329, 0.045003, 0.000068, 0.000116
0.300000, -2.010619, 3.110177, 0.004862, 0.049670, 0.000018, 0.000129
0.300000, -2.010619, 3.078761, 0.032214, 0.036468, 0.000093, 0.000095
0.300000, -2.010619, 3.047345, 0.047940, 0.012068, 0.000135, 0.000030
0.300000, -2.010619, 3.015929, 0.048335, 0.015908, 0.000136, 0.000041
0.300000, -2.010619, 2.984513, 0.035853, 0.037320, 0.000103, 0.000098
0.300000, -2.010619, 2.953097, 0.016298, 0.048670, 0.000051, 0.000128
0.300000, -2.010619, 2.921681, 0.006916, 0.048949, 0.000015, 0.000129
0.300000, -2.010619, 2.890265, 0.022907, 0.040193, 0.000053, 0.000106
0.300000, -2.010619, 2.858849, 0.033235, 0.025961, 0.000080, 0.000068
0.300000, -2.010619, 2.827433, 0.036182, 0.010110, 0.000088, 0.000026
0.300000, -2.010619, 2.796017, 0.032477, 0.004792, 0.000079, 0.000014
0.300000, -2.010619, 2.764602, 0.024038, 0.014971, 0.000056, 0.000041
0.300000, -2.010619, 2.733186, 0.013979, 0.020077, 0.000031, 0.000055
0.300000, -2.010619, 2.701770, 0.009273, 0.019713, 0.000024, 0.000054
0.300000, -2.010619, 2.670354, 0.014559, 0.014755, 0.000042, 0.000042
0.300000, -2.010619, 2.638938, 0.020117, 0.006928, 0.000058, 0.000022
0.300000, -2.010619, 2.607522, 0.022759, 0.001845, 0.000065, 0.000005
0.300000, -2.010619, 2.576106, 0.022737, 0.009407, 0.000065, 0.000022
0.300000, -2.010619, 2.544690, 0.021261, 0.014899, 0.000060, 0.000036
0.300000, -2.010619, 2.513274, 0.019479, 0.018005, 0.000055, 0.000044
