r(m), theta(rad), phi(rad), E(Re), E(Im), H(Re), H(Im)
0.300000, 0.125664, 1.476549, 1.128647, 1.008795, 0.002833, 0.002569
0.300000, 0.125664, 1.445133, 0.855993, 0.654138, 0.002298, 0.001662
0.300000, 0.125664, 1.413717, 0.587336, 0.723836, 0.001581, 0.001911
0.300000, 0.125664, 1.382301, 0.173679, 0.853025, 0.000445, 0.002291
0.300000, 0.125664, 1.350885, 0.315971, 0.793433, 0.000952, 0.002082
0.300000, 0.125664, 1.319469, 0.617878, 0.626447, 0.001624, 0.001615
0.300000, 0.125664, 1.288053, 0.847586, 0.394433, 0.002214, 0.001078
0.300000, 0.125664, 1.256637, 0.944511, 0.078996, 0.002600, 0.000218
0.300000, 0.125664, 1.225221, 0.673406, 0.495415, 0.001909, 0.001366
0.300000, 0.125664, 1.193805, 0.257459, 0.533493, 0.000387, 0.001507
0.300000, 0.125664, 1.162389, 0.253279, 0.207000, 0.000263, 0.000374
0.300000, 0.125664, 1.130973, 0.169144, 0.235326, 0.000523, 0.000259
0.300000, 0.125664, 1.099557, 0.346506, 0.169494, 0.001033, 0.000498
0.300000, 0.125664, 1.068142, 0.109954, 0.362172, 0.000267, 0.001082
0.300000, 0.125664, 1.036726, 0.221746, 0.166014, 0.000457, 0.000428
0.300000, 0.125664, 1.005310, 0.033470, 0.196782, 0.000046, 0.000255
0.300000, 0.125664, 0.973894, 0.202021, 0.085018, 0.000586, 0.000190
0.300000, 0.125664, 0.942478, 0.038500, 0.227407, 0.000122, 0.000699
0.300000, 0.125664, 0.911062, 0.177605, 0.084175, 0.000429, 0.000240
0.300000, 0.125664, 0.879646, 0.028566, 0.161522, 0.000054, 0.000297
0.300000, 0.125664, 0.848230, 0.156993, 0.049058, 0.000440, 0.000077
0.300000, 0.125664, 0.816814, 0.030653, 0.160210, 0.000092, 0.000491
0.300000, 0.125664, 0.785398, 0.133422, 0.051917, 0.000337, 0.000147
0.300000, 0.125664, 0.753982, 0.016360, 0.124097, 0.000042, 0.000248
0.300000, 0.125664, 0.722566, 0.118635, 0.030222, 0.000322, 0.000064
0.300000, 0.125664, 0.691150, 0.013885, 0.120135, 0.000038, 0.000363
0.300000, 0.125664, 0.659734, 0.107943, 0.029260, 0.000284, 0.000067
0.300000, 0.125664, 0.628319, 0.009143, 0.100067, 0.000023, 0.000220
0.300000, 0.125664, 0.596903, 0.093016, 0.017356, 0.000245, 0.000057
0.300000, 0.125664, 0.565487, 0.015848, 0.095624, 0.000042, 0.000279
0.300000, 0.125664, 0.534071, 0.100535, 0.017801, 0.000266, 0.000018
0.300000, 0.125664, 0.502655, 0.007098, 0.101749, 0.000019, 0.000248
0.300000, 0.125664, 0.471239, 0.096000, 0.005924, 0.000255, 0.000020
0.300000, 0.125664, 0.439823, 0.001646, 0.092938, 0.000007, 0.000261
0.300000, 0.125664, 0.408407, 0.094831, 0.008096, 0.000249, 0.000026
0.300000, 0.125664, 0.376991, 0.012881, 0.094629, 0.000034, 0.000236
0.300000, 0.125664, 0.345575, 0.089719, 0.021339, 0.000237, 0.000043
0.300000, 0.125664, 0.314159, 0.027596, 0.088082, 0.000073, 0.000243
0.300000, 0.125664, 0.282743, 0.085155, 0.042257, 0.000226, 0.000121
0.300000, 0.125664, 0.251327, 0.056758, 0.070204, 0.000152, 0.000177
0.300000, 0.125664, 0.219911, 0.050991, 0.056664, 0.000132, 0.000145
0.300000, 0.125664, 0.188496, 0.050174, 0.045585, 0.000132, 0.000125
0.300000, 0.125664, 0.157080, 0.047879, 0.057864, 0.000126, 0.000157
0.300000, 0.125664, 0.125664, 0.074365, 0.034306, 0.000196, 0.000087
0.300000, 0.125664, 0.094248, 0.009249, 0.075434, 0.000025, 0.000197
0.300000, 0.125664, 0.062832, 0.063748, 0.004798, 0.000171, 0.000010
0.300000, 0.125664, 0.031416, 0.009075, 0.060778, 0.000026, 0.000165
0.300000, 0.000000, 0.000000, 0.062013, 0.024102, 0.000162, 0.000068
0.300000, 0.000000, 3.141593, 0.029329, 0.045003, 0.000068, 0.000116
0.300000, 0.188496, 3.110177, 0.064248, 0.023974, 0.000160, 0.000065
0.300000, 0.188496, 3.078761, 0.007590, 0.077765, 0.000001, 0.000209
0.300000, 0.188496, 3.047345, 0.067288, 0.032016, 0.000189, 0.000088
0.300000, 0.188496, 3.015929, 0.038936, 0.052089, 0.000114, 0.000132
0.300000, 0.188496, 2.984513, 0.051614, 0.041893, 0.000122, 0.000104
0.300000, 0.188496, 2.953097, 0.058424, 0.051369, 0.000139, 0.000140
0.300000, 0.188496, 2.921681, 0.037086, 0.074362, 0.000109, 0.000201
0.300000, 0.188496, 2.890265, 0.077342, 0.019892, 0.000216, 0.000048
0.300000, 0.188496, 2.858849, 0.013410, 0.079703, 0.000025, 0.000205
0.300000, 0.188496, 2.827433, 0.090710, 0.006687, 0.000230, 0.000013
0.300000, 0.188496, 2.796017, 0.021729, 0.093552, 0.000048, 0.000254
0.300000, 0.188496, 2.764602, 0.079053, 0.037618, 0.000217, 0.000105
0.300000, 0.188496, 2.733186, 0.034022, 0.069636, 0.000096, 0.000175
0.300000, 0.188496, 2.701770, 0.076759, 0.034548, 0.000198, 0.000078
0.300000, 0.188496, 2.670354, 0.048875, 0.082366, 0.000124, 0.000227
0.300000, 0.188496, 2.638938, 0.070076, 0.062630, 0.000190, 0.000174
0.300000, 0.188496, 2.607522, 0.058403, 0.059165, 0.000155, 0.000147
0.300000, 0.188496, 2.576106, 0.062498, 0.053068, 0.000167, 0.000130
0.300000, 0.188496, 2.544690, 0.057633, 0.067551, 0.000158, 0.000188
0.300000, 0.188496, 2.513274, 0.064055, 0.060795, 0.000160, 0.000169
0.300000, 0.188496, 2.481858, 0.056486, 0.067008, 0.000128, 0.000167
0.300000, 0.188496, 2.450442, 0.082817, 0.057604, 0.000239, 0.000135
0.300000, 0.188496, 2.419026, 0.072170, 0.086860, 0.000215, 0.000247
0.300000, 0.188496, 2.387610, 0.078988, 0.075068, 0.000172, 0.000219
0.300000, 0.188496, 2.356194, 0.068166, 0.082573, 0.000125, 0.000188
0.300000, 0.188496, 2.324779, 0.107935, 0.069978, 0.000321, 0.000137
0.300000, 0.188496, 2.293363, 0.093245, 0.113607, 0.000287, 0.000336
0.300000, 0.188496, 2.261947, 0.097254, 0.100003, 0.000192, 0.000308
0.300000, 0.188496, 2.230531, 0.088426, 0.099642, 0.000145, 0.000189
0.300000, 0.188496, 2.199115, 0.132835, 0.095638, 0.000398, 0.000145
0.300000, 0.188496, 2.167699, 0.129257, 0.137180, 0.000396, 0.000424
0.300000, 0.188496, 2.136283, 0.094549, 0.137569, 0.000146, 0.000440
0.300000, 0.188496, 2.104867, 0.096542, 0.107794, 0.000103, 0.000091
0.300000, 0.188496, 2.073451, 0.174841, 0.125498, 0.000509, 0.000036
0.300000, 0.188496, 2.042035, 0.167438, 0.242042, 0.000489, 0.000726
0.300000, 0.188496, 2.010619, 0.097809, 0.275637, 0.000228, 0.000830
0.300000, 0.188496, 1.979203, 0.121996, 0.182663, 0.000310, 0.000248
0.300000, 0.188496, 1.947787, 0.146684, 0.224177, 0.000358, 0.000252
0.300000, 0.188496, 1.916372, 0.209565, 0.418545, 0.000447, 0.001172
0.300000, 0.188496, 1.884956, 0.190465, 0.610404, 0.000547, 0.001731
0.300000, 0.188496, 1.853540, 0.529115, 0.474320, 0.001501, 0.001284
0.300000, 0.188496, 1.822124, 0.655434, 0.239008, 0.001772, 0.000558
0.300000, 0.188496, 1.790708, 0.657269, 0.099792, 0.001750, 0.000183
0.300000, 0.188496, 1.759292, 0.588006, 0.246336, 0.001637, 0.000589
0.300000, 0.188496, 1.727876, 0.392991, 0.420377, 0.001119, 0.001080
0.300000, 0.188496, 1.696460, 0.215155, 0.414754, 0.000522, 0.001075
0.300000, 0.188496, 1.665044, 0.203439, 0.332870, 0.000603, 0.000841
0.300000, 0.188496, 1.633628, 0.276667, 0.454022, 0.000765, 0.001145
0.300000, 0.188496, 1.602212, 0.373783, 0.830914, 0.000972, 0.002244
0.300000, 0.188496, 1.570796, 0.410784, 1.173903, 0.001367, 0.003299
0.300000, 0.188496, 1.539380, 0.463756, 1.181917, 0.001517, 0.003328
0.300000, 0.188496, 1.507964, 0.460986, 0.851355, 0.001222, 0.002309
0.300000, 0.188496, 1.476549, 0.356165, 0.453880, 0.000929, 0.001161
0.300000, 0.188496, 1.445133, 0.258206, 0.298558, 0.000736, 0.000777
0.300000, 0.188496, 1.413717, 0.217765, 0.392020, 0.000477, 0.001042
0.300000, 0.188496, 1.382301, 0.255201, 0.495020, 0.000686, 0.001329
0.300000, 0.188496, 1.350885, 0.453180, 0.439330, 0.001275, 0.001152
0.300000, 0.188496, 1.319469, 0.594725, 0.313721, 0.001588, 0.000805
0.300000, 0.188496, 1.288053, 0.691903, 0.179256, 0.001854, 0.000463
0.300000, 0.188496, 1.256637, 0.709981, 0.155377, 0.001987, 0.000413
0.300000, 0.188496, 1.225221, 0.489680, 0.417045, 0.001394, 0.001183
0.300000, 0.188496, 1.193805, 0.215139, 0.402792, 0.000312, 0.001157
0.300000, 0.188496, 1.162389, 0.190332, 0.178623, 0.000077, 0.000324
0.300000, 0.188496, 1.130973, 0.170950, 0.175108, 0.000513, 0.000082
0.300000, 0.188496, 1.099557, 0.243437, 0.190302, 0.000745, 0.000553
0.300000, 0.188496, 1.068142, 0.076887, 0.277173, 0.000119, 0.000837
0.300000, 0.188496, 1.036726, 0.150946, 0.129480, 0.000300, 0.000260
0.300000, 0.188496, 1.005310, 0.043382, 0.145507, 0.000165, 0.000129
0.300000, 0.188496, 0.973894, 0.153384, 0.098532, 0.000452, 0.000310
0.300000, 0.188496, 0.942478, 0.039865, 0.185457, 0.000050, 0.000578
0.300000, 0.188496, 0.911062, 0.144875, 0.068846, 0.000346, 0.000094
0.300000, 0.188496, 0.879646, 0.025934, 0.138045, 0.000097, 0.000238
0.300000, 0.188496, 0.848230, 0.135817, 0.052547, 0.000382, 0.000173
0.300000, 0.188496, 0.816814, 0.024219, 0.141219, 0.000036, 0.000438
0.300000, 0.188496, 0.785398, 0.118171, 0.044505, 0.000298, 0.000049
0.300000, 0.188496, 0.753982, 0.021350, 0.111704, 0.000067, 0.000216
0.300000, 0.188496, 0.722566, 0.105670, 0.038267, 0.000287, 0.000127
0.300000, 0.188496, 0.691150, 0.025194, 0.107143, 0.000062, 0.000327
0.300000, 0.188496, 0.659734, 0.096368, 0.032809, 0.000254, 0.000029
0.300000, 0.188496, 0.628319, 0.022698, 0.089422, 0.000058, 0.000193
0.300000, 0.188496, 0.596903, 0.081827, 0.031183, 0.000216, 0.000104
0.300000, 0.188496, 0.565487, 0.033485, 0.084213, 0.000089, 0.000249
0.300000, 0.188496, 0.534071, 0.090132, 0.033470, 0.000239, 0.000063
0.300000, 0.188496, 0.502655, 0.024189, 0.092919, 0.000064, 0.000226
0.300000, 0.188496, 0.471239, 0.088768, 0.018950, 0.000237, 0.000064
0.300000, 0.188496, 0.439823, 0.016476, 0.087419, 0.000042, 0.000247
0.300000, 0.188496, 0.408407, 0.090991, 0.013778, 0.000239, 0.000019
0.300000, 0.188496, 0.376991, 0.001802, 0.092400, 0.000008, 0.000230
0.300000, 0.188496, 0.345575, 0.089226, 0.009014, 0.000236, 0.000009
0.300000, 0.188496, 0.314159, 0.015550, 0.089462, 0.000042, 0.000247
0.300000, 0.188496, 0.282743, 0.088103, 0.032174, 0.000234, 0.000094
0.300000, 0.188496, 0.251327, 0.048730, 0.073941, 0.000130, 0.000188
0.300000, 0.188496, 0.219911, 0.054958, 0.050462, 0.000143, 0.000128
0.300000, 0.188496, 0.188496, 0.045558, 0.049613, 0.000120, 0.000135
0.300000, 0.188496, 0.157080, 0.051754, 0.054697, 0.000136, 0.000149
0.300000, 0.188496, 0.125664, 0.072504, 0.037771, 0.000191, 0.000096
0.300000, 0.188496, 0.094248, 0.011935, 0.074633, 0.000033, 0.000194
0.300000, 0.188496, 0.062832, 0.063642, 0.003074, 0.000171, 0.000005
0.300000, 0.188496, 0.031416, 0.008209, 0.060937, 0.000024, 0.000165
0.300000, 0.000000, 0.000000, 0.062013, 0.024102, 0.000162, 0.000068
0.300000, 0.000000, 3.141593, 0.029329, 0.045003, 0.000068, 0.000116
0.300000, 0.251327, 3.110177, 0.064409, 0.022866, 0.000160, 0.000061
0.300000, 0.251327, 3.078761, 0.009161, 0.077423, 0.000007, 0.000208
0.300000, 0.251327, 3.047345, 0.065787, 0.035402, 0.000185, 0.000097
0.300000, 0.251327, 3.015929, 0.042910, 0.048962, 0.000124, 0.000124
0.300000, 0.251327, 2.984513, 0.046615, 0.045927, 0.000109, 0.000115
0.300000, 0.251327, 2.953097, 0.062063, 0.044344, 0.000149, 0.000122
0.300000, 0.251327, 2.921681, 0.028105, 0.077162, 0.000085, 0.000209
0.300000, 0.251327, 2.890265, 0.078508, 0.008578, 0.000219, 0.000018
0.300000, 0.251327, 2.858849, 0.003588, 0.078235, 0.000012, 0.000202
0.300000, 0.251327, 2.827433, 0.086018, 0.014221, 0.000218, 0.000029
0.300000, 0.251327, 2.796017, 0.036648, 0.085611, 0.000088, 0.000233
0.300000, 0.251327, 2.764602, 0.068191, 0.052224, 0.000189, 0.000144
0.300000, 0.251327, 2.733186, 0.048262, 0.056196, 0.000134, 0.000139
0.300000, 0.251327, 2.701770, 0.060710, 0.047561, 0.000155, 0.000114
0.300000, 0.251327, 2.670354, 0.061503, 0.063923, 0.000158, 0.000178
0.300000, 0.251327, 2.638938, 0.049279, 0.074192, 0.000136, 0.000205
0.300000, 0.251327, 2.607522, 0.068619, 0.037205, 0.000183, 0.000087
0.300000, 0.251327, 2.576106, 0.039277, 0.062105, 0.000105, 0.000154
0.300000, 0.251327, 2.544690, 0.066828, 0.043559, 0.000181, 0.000125
0.300000, 0.251327, 2.513274, 0.038738, 0.071199, 0.000095, 0.000197
0.300000, 0.251327, 2.481858, 0.067670, 0.039209, 0.000161, 0.000093
0.300000, 0.251327, 2.450442, 0.051741, 0.069894, 0.000152, 0.000168
0.300000, 0.251327, 2.419026, 0.084945, 0.052188, 0.000248, 0.000153
0.300000, 0.251327, 2.387610, 0.041333, 0.089333, 0.000073, 0.000256
0.300000, 0.251327, 2.356194, 0.082376, 0.039062, 0.000170, 0.000074
0.300000, 0.251327, 2.324779, 0.060110, 0.084128, 0.000183, 0.000179
0.300000, 0.251327, 2.293363, 0.105612, 0.060468, 0.000318, 0.000185
0.300000, 0.251327, 2.261947, 0.039985, 0.110698, 0.000045, 0.000334
0.300000, 0.251327, 2.230531, 0.093031, 0.038521, 0.000173, 0.000040
0.300000, 0.251327, 2.199115, 0.066169, 0.092852, 0.000201, 0.000155
0.300000, 0.251327, 2.167699, 0.121351, 0.071500, 0.000369, 0.000223
0.300000, 0.251327, 2.136283, 0.045523, 0.125787, 0.000055, 0.000397
0.300000, 0.251327, 2.104867, 0.079731, 0.068453, 0.000092, 0.000085
0.300000, 0.251327, 2.073451, 0.099980, 0.102387, 0.000296, 0.000010
0.300000, 0.251327, 2.042035, 0.146448, 0.156172, 0.000435, 0.000465
0.300000, 0.251327, 2.010619, 0.047772, 0.230101, 0.000053, 0.000706
0.300000, 0.251327, 1.979203, 0.104779, 0.166476, 0.000228, 0.000381
0.300000, 0.251327, 1.947787, 0.051722, 0.197062, 0.000135, 0.000244
0.300000, 0.251327, 1.916372, 0.141257, 0.292116, 0.000323, 0.000747
0.300000, 0.251327, 1.884956, 0.091279, 0.436070, 0.000205, 0.001217
0.300000, 0.251327, 1.853540, 0.280836, 0.418648, 0.000793, 0.001119
0.300000, 0.251327, 1.822124, 0.405815, 0.311269, 0.001070, 0.000787
0.300000, 0.251327, 1.790708, 0.473691, 0.193759, 0.001221, 0.000530
0.300000, 0.251327, 1.759292, 0.502961, 0.077879, 0.001358, 0.000235
0.300000, 0.251327, 1.727876, 0.442495, 0.128719, 0.001207, 0.000280
0.300000, 0.251327, 1.696460, 0.331697, 0.141425, 0.000802, 0.000333
0.300000, 0.251327, 1.665044, 0.274077, 0.044684, 0.000604, 0.000119
0.300000, 0.251327, 1.633628, 0.277666, 0.095705, 0.000735, 0.000187
0.300000, 0.251327, 1.602212, 0.309875, 0.232561, 0.000862, 0.000579
0.300000, 0.251327, 1.570796, 0.248856, 0.407110, 0.000757, 0.001130
0.300000, 0.251327, 1.539380, 0.226489, 0.431651, 0.000708, 0.001201
0.300000, 0.251327, 1.507964, 0.288404, 0.286853, 0.000802, 0.000742
0.300000, 0.251327, 1.476549, 0.269494, 0.133540, 0.000731, 0.000300
0.300000, 0.251327, 1.445133, 0.255366, 0.093333, 0.000580, 0.000242
0.300000, 0.251327, 1.413717, 0.301770, 0.192380, 0.000685, 0.000507
0.300000, 0.251327, 1.382301, 0.401939, 0.237133, 0.001076, 0.000624
0.300000, 0.251327, 1.350885, 0.501407, 0.148749, 0.001364, 0.000376
0.300000, 0.251327, 1.319469, 0.530152, 0.032478, 0.001383, 0.000083
0.300000, 0.251327, 1.288053, 0.520804, 0.105757, 0.001360, 0.000251
0.300000, 0.251327, 1.256637, 0.463438, 0.231066, 0.001272, 0.000610
0.300000, 0.251327, 1.225221, 0.296914, 0.334056, 0.000801, 0.000941
0.300000, 0.251327, 1.193805, 0.164300, 0.269529, 0.000187, 0.000746
0.300000, 0.251327, 1.162389, 0.115956, 0.168633, 0.000131, 0.000225
0.300000, 0.251327, 1.130973, 0.159660, 0.145195, 0.000505, 0.000178
0.300000, 0.251327, 1.099557, 0.150885, 0.192401, 0.000474, 0.000582
0.300000, 0.251327, 1.068142, 0.068146, 0.196224, 0.000037, 0.000602
0.300000, 0.251327, 1.036726, 0.089366, 0.103241, 0.000149, 0.000139
0.300000, 0.251327, 1.005310, 0.067715, 0.098812, 0.000221, 0.000033
0.300000, 0.251327, 0.973894, 0.086565, 0.116005, 0.000271, 0.000366
0.300000, 0.251327, 0.942478, 0.066572, 0.123137, 0.000135, 0.000392
0.300000, 0.251327, 0.911062, 0.083452, 0.078755, 0.000195, 0.000046
0.300000, 0.251327, 0.879646, 0.067323, 0.087064, 0.000202, 0.000107
0.300000, 0.251327, 0.848230, 0.088708, 0.081766, 0.000256, 0.000273
0.300000, 0.251327, 0.816814, 0.060177, 0.101855, 0.000137, 0.000324
0.300000, 0.251327, 0.785398, 0.082927, 0.065713, 0.000208, 0.000066
0.300000, 0.251327, 0.753982, 0.054768, 0.082864, 0.000153, 0.000141
0.300000, 0.251327, 0.722566, 0.078668, 0.061028, 0.000214, 0.000203
0.300000, 0.251327, 0.691150, 0.051080, 0.082832, 0.000131, 0.000260
0.300000, 0.251327, 0.659734, 0.074790, 0.051123, 0.000197, 0.000076
0.300000, 0.251327, 0.628319, 0.043730, 0.070276, 0.000114, 0.000142
0.300000, 0.251327, 0.596903, 0.062347, 0.048943, 0.000164, 0.000155
0.300000, 0.251327, 0.565487, 0.052693, 0.064660, 0.000140, 0.000196
0.300000, 0.251327, 0.534071, 0.071969, 0.052545, 0.000191, 0.000116
0.300000, 0.251327, 0.502655, 0.043963, 0.076878, 0.000117, 0.000184
0.300000, 0.251327, 0.471239, 0.074816, 0.038233, 0.000200, 0.000116
0.300000, 0.251327, 0.439823, 0.036085, 0.075926, 0.000094, 0.000217
0.300000, 0.251327, 0.408407, 0.082036, 0.031776, 0.000216, 0.000068
0.300000, 0.251327, 0.376991, 0.020251, 0.085965, 0.000054, 0.000214
0.300000, 0.251327, 0.345575, 0.085542, 0.012197, 0.000227, 0.000040
0.300000, 0.251327, 0.314159, 0.003195, 0.088838, 0.000011, 0.000245
0.300000, 0.251327, 0.282743, 0.090176, 0.018286, 0.000240, 0.000056
0.300000, 0.251327, 0.251327, 0.037235, 0.077637, 0.000100, 0.000198
0.300000, 0.251327, 0.219911, 0.059445, 0.041379, 0.000155, 0.000104
0.300000, 0.251327, 0.188496, 0.038701, 0.054534, 0.000102, 0.000148
0.300000, 0.251327, 0.157080, 0.056745, 0.049901, 0.000149, 0.000136
0.300000, 0.251327, 0.125664, 0.069615, 0.042388, 0.000183, 0.000109
0.300000, 0.251327, 0.094248, 0.015641, 0.073328, 0.000043, 0.000191
0.300000, 0.251327, 0.062832, 0.063406, 0.001376, 0.000170, 0.000004
0.300000, 0.251327, 0.031416, 0.007004, 0.061135, 0.000021, 0.000166
0.300000, 0.000000, 0.000000, 0.062013, 0.024102, 0.000162, 0.000068
0.300000, 0.000000, 3.141593, 0.029329, 0.045003, 0.000068, 0.000116
0.300000, 0.314159, 3.110177, 0.064587, 0.021454, 0.000161, 0.000058
0.300000, 0.314159, 3.078761, 0.011573, 0.076869, 0.000015, 0.000207
0.300000, 0.314159, 3.047345, 0.063621, 0.039613, 0.000179, 0.000108
0.300000, 0.314159, 3.015929, 0.047644, 0.044597, 0.000137, 0.000112
0.300000, 0.314159, 2.984513, 0.039814, 0.050389, 0.000091, 0.000127
0.300000, 0.314159, 2.953097, 0.065550, 0.035026, 0.000159, 0.000097
0.300000, 0.314159, 2.921681, 0.016986, 0.079003, 0.000053, 0.000214
0.300000, 0.314159, 2.890265, 0.077663, 0.007256, 0.000217, 0.000022
0.300000, 0.314159, 2.858849, 0.017487, 0.073499, 0.000056, 0.000190
0.300000, 0.314159, 2.827433, 0.076807, 0.030290, 0.000194, 0.000073
0.300000, 0.314159, 2.796017, 0.052633, 0.072132, 0.000130, 0.000197
0.300000, 0.314159, 2.764602, 0.051135, 0.066574, 0.000144, 0.000182
0.300000, 0.314159, 2.733186, 0.060846, 0.036506, 0.000168, 0.000087
0.300000, 0.314159, 2.701770, 0.038135, 0.057978, 0.000095, 0.000142
0.300000, 0.314159, 2.670354, 0.070098, 0.038964, 0.000180, 0.000112
0.300000, 0.314159, 2.638938, 0.021932, 0.080420, 0.000065, 0.000222
0.300000, 0.314159, 2.607522, 0.072442, 0.012400, 0.000195, 0.000017
0.300000, 0.314159, 2.576106, 0.011202, 0.064308, 0.000027, 0.000159
0.300000, 0.314159, 2.544690, 0.068520, 0.013783, 0.000184, 0.000044
0.300000, 0.314159, 2.513274, 0.007054, 0.073157, 0.000020, 0.000203
0.300000, 0.314159, 2.481858, 0.069345, 0.005761, 0.000169, 0.000013
0.300000, 0.314159, 2.450442, 0.016254, 0.070262, 0.000040, 0.000170
0.300000, 0.314159, 2.419026, 0.082571, 0.014047, 0.000238, 0.000033
0.300000, 0.314159, 2.387610, 0.017373, 0.084516, 0.000060, 0.000242
0.300000, 0.314159, 2.356194, 0.073619, 0.019007, 0.000154, 0.000068
0.300000, 0.314159, 2.324779, 0.027571, 0.070410, 0.000036, 0.000151
0.300000, 0.314159, 2.293363, 0.087407, 0.026554, 0.000265, 0.000037
0.300000, 0.314159, 2.261947, 0.033746, 0.088551, 0.000110, 0.000270
0.300000, 0.314159, 2.230531, 0.066406, 0.039086, 0.000116, 0.000124
0.300000, 0.314159, 2.199115, 0.031513, 0.064726, 0.000052, 0.000094
0.300000, 0.314159, 2.167699, 0.089963, 0.038208, 0.000280, 0.000081
0.300000, 0.314159, 2.136283, 0.050503, 0.097468, 0.000139, 0.000315
0.300000, 0.314159, 2.104867, 0.070129, 0.065894, 0.000067, 0.000182
0.300000, 0.314159, 2.073451, 0.054431, 0.091118, 0.000118, 0.000023
0.300000, 0.314159, 2.042035, 0.118431, 0.102007, 0.000353, 0.000224
0.300000, 0.314159, 2.010619, 0.067600, 0.174063, 0.000205, 0.000525
0.300000, 0.314159, 1.979203, 0.053764, 0.160962, 0.000096, 0.000464
0.300000, 0.314159, 1.947787, 0.022999, 0.144622, 0.000021, 0.000293
0.300000, 0.314159, 1.916372, 0.079029, 0.184861, 0.000213, 0.000456
0.300000, 0.314159, 1.884956, 0.043202, 0.285398, 0.000091, 0.000806
0.300000, 0.314159, 1.853540, 0.091340, 0.334513, 0.000288, 0.000917
0.300000, 0.314159, 1.822124, 0.194010, 0.320716, 0.000553, 0.000828
0.300000, 0.314159, 1.790708, 0.283098, 0.289620, 0.000766, 0.000762
0.300000, 0.314159, 1.759292, 0.372102, 0.238584, 0.001021, 0.000663
0.300000, 0.314159, 1.727876, 0.408279, 0.187257, 0.001140, 0.000470
0.300000, 0.314159, 1.696460, 0.350425, 0.200920, 0.000968, 0.000430
0.300000, 0.314159, 1.665044, 0.269216, 0.205477, 0.000696, 0.000493
0.300000, 0.314159, 1.633628, 0.226720, 0.215368, 0.000554, 0.000596
0.300000, 0.314159, 1.602212, 0.219997, 0.221623, 0.000556, 0.000625
0.300000, 0.314159, 1.570796, 0.223217, 0.195231, 0.000598, 0.000569
0.300000, 0.314159, 1.539380, 0.230204, 0.188883, 0.000619, 0.000557
0.300000, 0.314159, 1.507964, 0.243002, 0.207477, 0.000626, 0.000588
0.300000, 0.314159, 1.476549, 0.251835, 0.200417, 0.000629, 0.000559
0.300000, 0.314159, 1.445133, 0.284622, 0.188236, 0.000723, 0.000470
0.300000, 0.314159, 1.413717, 0.357337, 0.196647, 0.000969, 0.000442
0.300000, 0.314159, 1.382301, 0.433645, 0.158815, 0.001206, 0.000377
0.300000, 0.314159, 1.350885, 0.438024, 0.139949, 0.001203, 0.000402
0.300000, 0.314159, 1.319469, 0.382458, 0.175285, 0.001023, 0.000472
0.300000, 0.314159, 1.288053, 0.318800, 0.213974, 0.000869, 0.000538
0.300000, 0.314159, 1.256637, 0.242260, 0.250138, 0.000694, 0.000672
