X(m), Y(m), Z(m), Ex(Re), Ex(Im), Ey(Re), Ey(Im), Ez(Re), Ez(Im)
-2904.664100, -366.944410, -654.429724, 0.000000, 0.000000, -0.000001, -0.000004, -0.000005, -0.000003
-2923.624867, -369.339712, -562.143944, 0.000000, -0.000000, -0.000002, -0.000003, -0.000006, 0.000000
-2939.700369, -371.370520, -469.303395, 0.000000, -0.000001, -0.000002, -0.000003, -0.000006, 0.000004
-2952.874742, -373.034831, -375.999701, -0.000000, -0.000001, -0.000002, -0.000002, -0.000005, 0.000007
-2963.134983, -374.331001, -282.324940, -0.000000, -0.000001, -0.000002, -0.000001, -0.000003, 0.000010
-2970.470969, -375.257751, -188.371559, -0.000000, -0.000001, -0.000001, -0.000001, -0.000001, 0.000011
-2974.875458, -375.814168, -94.232277, -0.000000, -0.000001, -0.000001, -0.000000, -0.000000, 0.000012
-2976.344104, -375.999701, 0.000000, -0.000000, -0.000000, 0.000000, 0.000000, -0.000000, 0.000012
-2974.875458, -375.814168, 94.232277, -0.000000, 0.000000, 0.000001, 0.000001, -0.000001, 0.000012
-2970.470969, -375.257751, 188.371559, -0.000000, 0.000001, 0.000001, 0.000001, -0.000003, 0.000011
-2963.134983, -374.331001, 282.324940, -0.000001, 0.000001, 0.000002, 0.000002, -0.000005, 0.000009
-2952.874742, -373.034831, 375.999701, -0.000001, 0.000001, 0.000002, 0.000003, -0.000006, 0.000006
-2939.700369, -371.370520, 469.303395, -0.000001, 0.000000, 0.000001, 0.000003, -0.000007, 0.000002
-2923.624867, -369.339712, 562.143944, -0.000001, -0.000000, 0.000001, 0.000004, -0.000006, -0.000001
-2904.664100, -366.944410, 654.429724, -0.000001, -0.000001, -0.000000, 0.000004, -0.000003, -0.000004
-2882.836781, -364.186979, 746.069661, 0.000000, -0.000001, -0.000002, 0.000004, 0.000001, -0.000005
-2858.164449, -361.070138, 836.973318, 0.000001, -0.000001, -0.000003, 0.000003, 0.000005, -0.000003
-2830.671455, -357.596965, 927.050983, 0.000002, 0.000000, -0.000003, 0.000002, 0.000007, 0.000001
-2800.384929, -353.770888, 1016.213761, 0.000001, 0.000002, -0.000003, 0.000000, 0.000005, 0.000006
-2767.334762, -349.595680, 1104.373658, -0.000000, 0.000003, -0.000002, -0.000000, 0.000000, 0.000008
-2731.553569, -345.075465, 1191.443672, -0.000003, 0.000002, -0.000001, -0.000000, -0.000005, 0.000006
-2693.076663, -340.214701, 1277.337875, -0.000003, 0.000000, -0.000001, 0.000000, -0.000007, 0.000000
-2651.942015, -335.018186, 1361.971499, -0.000002, -0.000002, -0.000001, 0.000000, -0.000003, -0.000004
-2608.190220, -329.491049, 1445.261022, 0.000001, -0.000003, -0.000002, -0.000000, 0.000003, -0.000004
-2561.864457, -323.638745, 1527.124247, 0.000003, 0.000000, -0.000001, -0.000001, 0.000006, 0.000001
-2513.010443, -317.467047, 1607.480385, 0.000002, 0.000004, -0.000000, -0.000002, 0.000003, 0.000007
-2461.676391, -310.982048, 1686.250134, -0.000003, 0.000004, 0.000001, -0.000001, -0.000003, 0.000007
-2407.912961, -304.190148, 1763.355757, -0.000005, 0.000000, 0.000002, 0.000000, -0.000006, 0.000001
-2351.773212, -297.098048, 1838.721161, -0.000002, -0.000004, 0.000001, 0.000001, -0.000002, -0.000004
-2293.312547, -289.712749, 1912.271969, 0.000003, -0.000002, -0.000001, 0.000001, 0.000004, -0.000002
-2232.588659, -282.041538, 1983.935596, 0.000003, 0.000003, -0.000001, 0.000000, 0.000004, 0.000004
-2169.661476, -274.091986, 2053.641318, -0.000002, 0.000005, -0.000001, -0.000001, -0.000002, 0.000006
-2104.593099, -265.871938, 2121.320344, -0.000006, 0.000000, 0.000000, -0.000001, -0.000005, 0.000001
-2037.447743, -257.389507, 2186.905882, -0.000001, -0.000005, 0.000001, -0.000000, -0.000001, -0.000004
-1968.291671, -248.653063, 2250.333209, 0.000005, -0.000002, 0.000001, 0.000000, 0.000005, -0.000001
-1897.193134, -239.671229, 2311.539728, 0.000004, 0.000006, 0.000000, 0.000001, 0.000003, 0.000006
-1824.222295, -230.452869, 2370.465037, -0.000005, 0.000006, -0.000000, 0.000001, -0.000004, 0.000005
-1749.451170, -221.007079, 2427.050983, -0.000006, -0.000002, -0.000001, 0.000000, -0.000004, -0.000001
-1672.953548, -211.343182, 2481.241723, 0.000003, -0.000005, -0.000000, -0.000000, 0.000002, -0.000003
-1594.804922, -201.470715, 2532.983777, 0.000006, 0.000004, 0.000000, -0.000000, 0.000004, 0.000003
-1515.082416, -191.399420, 2582.226081, -0.000003, 0.000009, 0.000001, 0.000000, -0.000002, 0.000006
-1433.864707, -181.139237, 2628.920040, -0.000009, -0.000001, -0.000000, 0.000001, -0.000005, -0.000000
-1351.231947, -170.700292, 2673.019573, 0.000000, -0.000008, -0.000001, 0.000000, 0.000000, -0.000004
-1267.265684, -160.092886, 2714.481157, 0.000009, 0.000001, -0.000000, -0.000000, 0.000004, 0.000001
-1182.048783, -149.327488, 2753.263877, 0.000000, 0.000011, 0.000000, -0.000000, 0.000000, 0.000005
-1095.665342, -138.414722, 2789.329458, -0.000010, 0.000002, 0.000000, 0.000001, -0.000004, 0.000001
-1008.200612, -127.365357, 2822.642307, -0.000001, -0.000009, -0.000001, 0.000001, -0.000000, -0.000003
-919.740909, -116.190297, 2853.169549, 0.000010, 0.000000, -0.000001, -0.000000, 0.000003, 0.000000
-830.373534, -104.900572, 2880.881057, 0.000001, 0.000012, 0.000000, -0.000000, 0.000000, 0.000004
-740.186679, -93.507323, 2905.749483, -0.000011, 0.000002, 0.000000, 0.000000, -0.000003, 0.000001
-649.269350, -82.021793, 2927.750286, -0.000002, -0.000010, -0.000000, 0.000000, -0.000000, -0.000002
-557.711271, -70.455318, 2946.861752, 0.000010, 0.000000, -0.000001, -0.000000, 0.000002, 0.000000
-465.602798, -58.819312, 2963.065022, -0.000000, 0.000012, -0.000000, -0.000000, 0.000000, 0.000002
-373.034831, -47.125258, 2976.344104, -0.000012, 0.000000, 0.000000, 0.000000, -0.000001, 0.000000
-280.098723, -35.384698, 2986.685894, 0.000001, -0.000012, -0.000000, 0.000000, 0.000000, -0.000001
-186.886193, -23.609217, 2994.080185, 0.000014, 0.000002, -0.000000, 0.000000, 0.000001, 0.000000
-93.489228, -11.810436, 2998.519681, -0.000001, 0.000015, -0.000000, 0.000000, 0.000000, 0.000001
-0.000000, -0.000000, 3000.000000, -0.000015, -0.000000, -0.000000, 0.000000, 0.000000, 0.000000
-0.000000, -0.000000, -3000.000000, -0.000006, -0.000012, -0.000000, -0.000000, -0.000000, 0.000000
-92.563165, -17.657368, -2998.519681, -0.000012, 0.000007, -0.000000, -0.000000, 0.000000, 0.000000
-185.034980, -35.297310, -2994.080185, 0.000007, 0.000013, -0.000000, -0.000000, -0.000001, -0.000000
-277.324189, -52.902418, -2986.685894, 0.000012, -0.000005, -0.000000, -0.000000, -0.000001, 0.000001
-369.339712, -70.455318, -2976.344104, -0.000004, -0.000010, 0.000000, 0.000000, 0.000000, 0.000002
-460.990742, -87.938687, -2963.065022, -0.000009, 0.000005, 0.000000, -0.000000, 0.000001, -0.000001
-552.186829, -105.335271, -2946.861752, 0.000005, 0.000010, -0.000000, -0.000001, -0.000002, -0.000001
-642.837975, -122.627902, -2927.750286, 0.000010, -0.000005, -0.000001, -0.000000, -0.000002, 0.000001
-732.854717, -139.799514, -2905.749483, -0.000004, -0.000009, -0.000000, 0.000001, 0.000001, 0.000002
-822.148220, -156.833161, -2880.881057, -0.000009, 0.000004, 0.000001, -0.000000, 0.000002, -0.000001
-910.630361, -173.712032, -2853.169549, 0.000004, 0.000009, 0.000000, -0.000001, -0.000002, -0.000003
-998.213821, -190.419470, -2822.642307, 0.000009, -0.000003, -0.000001, -0.000001, -0.000004, 0.000001
-1084.812164, -206.938988, -2789.329458, -0.000002, -0.000008, -0.000001, 0.000001, 0.000001, 0.000003
-1170.339929, -223.254281, -2753.263877, -0.000008, 0.000002, 0.000000, 0.000001, 0.000003, -0.000001
-1254.712709, -239.349250, -2714.481157, 0.000001, 0.000009, 0.000001, -0.000001, -0.000001, -0.000004
-1337.847240, -255.208010, -2673.019573, 0.000009, 0.000000, -0.000000, -0.000001, -0.000005, -0.000000
-1419.661476, -270.814910, -2628.920040, 0.000002, -0.000008, -0.000001, -0.000000, -0.000001, 0.000004
-1500.074678, -286.154549, -2582.226081, -0.000007, -0.000003, -0.000000, 0.000001, 0.000004, 0.000001
-1579.007488, -301.211788, -2532.983777, -0.000004, 0.000006, 0.000001, 0.000000, 0.000002, -0.000004
-1656.382008, -315.971767, -2481.241723, 0.000005, 0.000004, 0.000000, -0.000001, -0.000004, -0.000003
-1732.121878, -330.419920, -2427.050983, 0.000004, -0.000004, -0.000000, -0.000001, -0.000003, 0.000003
-1806.152354, -344.541988, -2370.465037, -0.000003, -0.000004, -0.000001, -0.000000, 0.000002, 0.000003
-1878.400375, -358.324035, -2311.539728, -0.000005, 0.000002, -0.000001, 0.000000, 0.000004, -0.000002
-1948.794642, -371.752460, -2250.333209, 0.000000, 0.000006, -0.000000, 0.000001, -0.000000, -0.000005
-2017.265684, -384.814010, -2186.905882, 0.000005, 0.000002, 0.000000, 0.000001, -0.000004, -0.000002
-2083.745928, -397.495795, -2121.320344, 0.000002, -0.000003, 0.000001, 0.000001, -0.000003, 0.000003
-2148.169767, -409.785299, -2053.641318, -0.000003, -0.000003, 0.000001, -0.000000, 0.000002, 0.000003
-2210.473621, -421.670395, -1983.935596, -0.000004, 0.000001, 0.000001, -0.000001, 0.000003, -0.000002
-2270.596005, -433.139353, -1912.271969, -0.000000, 0.000004, -0.000000, -0.000001, -0.000000, -0.000004
-2328.477584, -444.180855, -1838.721161, 0.000003, 0.000001, -0.000001, -0.000000, -0.000004, -0.000002
-2384.061238, -454.784004, -1763.355757, 0.000002, -0.000002, -0.000001, 0.000001, -0.000004, 0.000003
-2437.292110, -464.938336, -1686.250134, -0.000001, -0.000003, 0.000000, 0.000002, 0.000001, 0.000004
-2488.117670, -474.633830, -1607.480385, -0.000003, -0.000001, 0.000002, 0.000001, 0.000004, 0.000002
-2536.487758, -483.860918, -1527.124247, -0.000003, 0.000002, 0.000002, 0.000000, 0.000004, -0.000003
-2582.354639, -492.610493, -1445.261022, -0.000001, 0.000003, 0.000002, -0.000001, 0.000000, -0.000005
-2625.673047, -500.873921, -1361.971499, 0.000002, 0.000002, 0.000001, -0.000001, -0.000004, -0.000003
-2666.400233, -508.643048, -1277.337875, 0.000002, -0.000000, 0.000001, -0.000001, -0.000005, 0.000000
-2704.496004, -515.910205, -1191.443672, 0.000001, -0.000002, 0.000001, -0.000000, -0.000003, 0.000004
-2739.922764, -522.668221, -1104.373658, -0.000001, -0.000002, 0.000002, -0.000000, -0.000000, 0.000005
-2772.645551, -528.910426, -1016.213761, -0.000002, -0.000001, 0.000002, -0.000001, 0.000003, 0.000004
-2802.632072, -534.630661, -927.050983, -0.000002, -0.000000, 0.000003, -0.000002, 0.000004, 0.000001
-2829.852733, -539.823280, -836.973318, -0.000002, 0.000000, 0.000002, -0.000003, 0.000003, -0.000001
-2854.280671, -544.483158, -746.069661, -0.000001, 0.000001, 0.000001, -0.000004, 0.000001, -0.000003
-2875.891779, -548.605697, -654.429724, -0.000000, 0.000001, 0.000001, -0.000004, -0.000002, -0.000003
-2894.664729, -552.186829, -562.143944, 0.000000, 0.000000, -0.000000, -0.000004, -0.000004, -0.000001
-2910.580994, -555.223019, -469.303395, 0.000000, -0.000000, -0.000001, -0.000003, -0.000005, 0.000001
-2923.624867, -557.711271, -375.999701, 0.000000, -0.000000, -0.000001, -0.000003, -0.000006, 0.000004
-2933.783475, -559.649129, -282.324940, 0.000000, -0.000001, -0.000001, -0.000002, -0.000006, 0.000006
-2941.046794, -561.034681, -188.371559, -0.000000, -0.000001, -0.000001, -0.000001, -0.000006, 0.000007
-2945.407654, -561.866560, -94.232277, -0.000000, -0.000000, -0.000000, -0.000001, -0.000006, 0.000008
-2946.861752, -562.143944, 0.000000, -0.000000, -0.000000, 0.000000, 0.000000, -0.000006, 0.000008
-2945.407654, -561.866560, 94.232277, -0.000001, 0.000000, 0.000001, 0.000001, -0.000006, 0.000008
-2941.046794, -561.034681, 188.371559, -0.000001, 0.000000, 0.000001, 0.000002, -0.000007, 0.000007
-2933.783475, -559.649129, 282.324940, -0.000001, 0.000000, 0.000001, 0.000002, -0.000007, 0.000005
-2923.624867, -557.711271, 375.999701, -0.000001, -0.000000, 0.000001, 0.000003, -0.000007, 0.000002
-2910.580994, -555.223019, 469.303395, -0.000001, -0.000000, -0.000000, 0.000004, -0.000005, -0.000000
-2894.664729, -552.186829, 562.143944, -0.000001, -0.000001, -0.000001, 0.000004, -0.000003, -0.000002
-2875.891779, -548.605697, 654.429724, -0.000000, -0.000001, -0.000002, 0.000004, -0.000000, -0.000002
-2854.280671, -544.483158, 746.069661, 0.000000, -0.000001, -0.000003, 0.000003, 0.000002, -0.000001
-2829.852733, -539.823280, 836.973318, 0.000001, 0.000000, -0.000004, 0.000002, 0.000003, 0.000001
-2802.632072, -534.630661, 927.050983, 0.000001, 0.000001, -0.000003, 0.000001, 0.000003, 0.000004
-2772.645551, -528.910426, 1016.213761, -0.000000, 0.000002, -0.000003, -0.000000, -0.000000, 0.000006
-2739.922764, -522.668221, 1104.373658, -0.000002, 0.000002, -0.000002, -0.000001, -0.000004, 0.000005
-2704.496004, -515.910205, 1191.443672, -0.000003, 0.000000, -0.000001, -0.000001, -0.000006, 0.000001
-2666.400233, -508.643048, 1277.337875, -0.000002, -0.000001, -0.000001, -0.000000, -0.000004, -0.000003
-2625.673047, -500.873921, 1361.971499, -0.000000, -0.000002, -0.000001, -0.000000, 0.000000, -0.000004
-2582.354639, -492.610493, 1445.261022, 0.000002, -0.000001, -0.000001, -0.000001, 0.000004, -0.000001
-2536.487758, -483.860918, 1527.124247, 0.000002, 0.000002, -0.000001, -0.000002, 0.000004, 0.000003
-2488.117670, -474.633830, 1607.480385, -0.000000, 0.000004, 0.000001, -0.000002, -0.000000, 0.000006
-2437.292110, -464.938336, 1686.250134, -0.000003, 0.000002, 0.000002, -0.000001, -0.000004, 0.000004
-2384.061238, -454.784004, 1763.355757, -0.000003, -0.000001, 0.000001, 0.000001, -0.000004, -0.000001
-2328.477584, -444.180855, 1838.721161, 0.000000, -0.000003, 0.000000, 0.000002, 0.000000, -0.000003
-2270.596005, -433.139353, 1912.271969, 0.000003, -0.000000, -0.000001, 0.000001, 0.000004, 0.000000
-2210.473621, -421.670395, 1983.935596, 0.000001, 0.000004, -0.000001, -0.000000, 0.000002, 0.000005
-2148.169767, -409.785299, 2053.641318, -0.000003, 0.000003, -0.000000, -0.000001, -0.000003, 0.000004
-2083.745928, -397.495795, 2121.320344, -0.000004, -0.000002, 0.000001, -0.000001, -0.000004, -0.000001
-2017.265684, -384.814010, 2186.905882, 0.000001, -0.000004, 0.000001, 0.000000, 0.000001, -0.000003
-1948.794642, -371.752460, 2250.333209, 0.000005, 0.000001, 0.000001, 0.000001, 0.000005, 0.000001
-1878.400375, -358.324035, 2311.539728, 0.000001, 0.000006, 0.000000, 0.000001, 0.000001, 0.000006
-1806.152354, -344.541988, 2370.465037, -0.000005, 0.000004, -0.000000, 0.000001, -0.000004, 0.000003
-1732.121878, -330.419920, 2427.050983, -0.000004, -0.000004, -0.000001, 0.000000, -0.000003, -0.000002
-1656.382008, -315.971767, 2481.241723, 0.000004, -0.000003, -0.000000, -0.000000, 0.000003, -0.000002
-1579.007488, -301.211788, 2532.983777, 0.000004, 0.000006, 0.000000, -0.000000, 0.000003, 0.000004
-1500.074678, -286.154549, 2582.226081, -0.000005, 0.000007, 0.000001, 0.000001, -0.000003, 0.000005
-1419.661476, -270.814910, 2628.920040, -0.000008, -0.000003, -0.000000, 0.000001, -0.000004, -0.000001
-1337.847240, -255.208010, 2673.019573, 0.000002, -0.000007, -0.000001, 0.000000, 0.000001, -0.000003
-1254.712709, -239.349250, 2714.481157, 0.000008, 0.000003, -0.000000, -0.000001, 0.000004, 0.000002
-1170.339929, -223.254281, 2753.263877, -0.000002, 0.000010, 0.000001, 0.000000, -0.000001, 0.000005
-1084.812164, -206.938988, 2789.329458, -0.000009, -0.000000, 0.000000, 0.000001, -0.000004, 0.000000
-998.213821, -190.419470, 2822.642307, 0.000001, -0.000008, -0.000001, 0.000001, 0.000000, -0.000003
-910.630361, -173.712032, 2853.169549, 0.000010, 0.000002, -0.000001, -0.000000, 0.000003, 0.000001
-822.148220, -156.833161, 2880.881057, -0.000001, 0.000011, 0.000000, -0.000000, -0.000000, 0.000004
-732.854717, -139.799514, 2905.749483, -0.000011, 0.000001, 0.000000, 0.000001, -0.000003, 0.000001
-642.837975, -122.627902, 2927.750286, -0.000000, -0.000010, -0.000001, 0.000001, -0.000000, -0.000002
-552.186829, -105.335271, 2946.861752, 0.000010, 0.000001, -0.000001, -0.000000, 0.000002, 0.000001
-460.990742, -87.938687, 2963.065022, -0.000001, 0.000012, -0.000000, -0.000000, 0.000000, 0.000002
-369.339712, -70.455318, 2976.344104, -0.000012, -0.000001, 0.000000, 0.000000, -0.000001, 0.000000
-277.324189, -52.902418, 2986.685894, 0.000001, -0.000012, -0.000000, 0.000000, 0.000000, -0.000001
-185.034980, -35.297310, 2994.080185, 0.000014, 0.000002, -0.000000, 0.000000, 0.000001, 0.000001
-92.563165, -17.657368, 2998.519681, -0.000001, 0.000015, -0.000000, 0.000000, 0.000000, 0.000001
-0.000000, -0.000000, 3000.000000, -0.000015, -0.000000, -0.000000, 0.000000, 0.000000, 0.000000
-0.000000, -0.000000, -3000.000000, -0.000006, -0.000012, -0.000000, -0.000000, -0.000000, 0.000000
-91.271797, -23.434614, -2998.519681, -0.000012, 0.000007, -0.000000, -0.000000, 0.000000, 0.000000
-182.453520, -46.846102, -2994.080185, 0.000006, 0.000013, -0.000000, -0.000000, -0.000001, -0.000000
-273.455183, -70.211357, -2986.685894, 0.000013, -0.000004, -0.000000, -0.000000, -0.000002, 0.000001
-364.186979, -93.507323, -2976.344104, -0.000003, -0.000011, 0.000000, 0.000000, -0.000000, 0.000002
-454.559366, -116.711008, -2963.065022, -0.000010, 0.000004, 0.000000, -0.000000, 0.000001, -0.000000
-544.483158, -139.799514, -2946.861752, 0.000004, 0.000010, -0.000000, -0.000001, -0.000001, -0.000002
-633.869611, -162.750054, -2927.750286, 0.000010, -0.000003, -0.000001, -0.000000, -0.000003, 0.000001
-722.630511, -185.539980, -2905.749483, -0.000002, -0.000009, -0.000000, 0.000001, 0.000000, 0.000003
-810.678262, -208.146800, -2880.881057, -0.000009, 0.000002, 0.000001, 0.000000, 0.000002, -0.000001
-897.925972, -230.548204, -2853.169549, 0.000002, 0.000010, 0.000000, -0.000001, -0.000001, -0.000003
-984.287537, -252.722085, -2822.642307, 0.000009, -0.000000, -0.000001, -0.000001, -0.000004, 0.000000
-1069.677729, -274.646560, -2789.329458, 0.000000, -0.000008, -0.000001, 0.000001, -0.000000, 0.000003
-1154.012278, -296.299992, -2753.263877, -0.000008, -0.000001, 0.000000, 0.000001, 0.000003, 0.000000
-1237.207957, -317.661012, -2714.481157, -0.000002, 0.000008, 0.000001, -0.000000, 0.000000, -0.000004
-1319.182660, -338.708538, -2673.019573, 0.000007, 0.000003, -0.000000, -0.000001, -0.000004, -0.000001
-1399.855490, -359.421801, -2628.920040, 0.000004, -0.000006, -0.000001, -0.000000, -0.000003, 0.000003
-1479.146831, -379.780357, -2582.226081, -0.000005, -0.000005, -0.000001, 0.000001, 0.000002, 0.000003
-1556.978433, -399.764116, -2532.983777, -0.000005, 0.000003, 0.000000, 0.000001, 0.000003, -0.000002
-1633.273485, -419.353355, -2481.241723, 0.000002, 0.000005, 0.000001, -0.000000, -0.000002, -0.000003
-1707.956693, -438.528744, -2427.050983, 0.000004, -0.000001, 0.000000, -0.000001, -0.000004, 0.000001
-1780.954355, -457.271358, -2370.465037, -0.000001, -0.000004, -0.000000, -0.000000, 0.000000, 0.000003
-1852.194429, -475.562700, -2311.539728, -0.000005, -0.000001, -0.000001, -0.000000, 0.000003, 0.000000
-1921.606611, -493.384720, -2250.333209, -0.000002, 0.000004, -0.000001, 0.000000, 0.000002, -0.000004
-1989.122399, -510.719828, -2186.905882, 0.000002, 0.000003, -0.000000, 0.000001, -0.000002, -0.000003
-2054.675164, -527.550917, -2121.320344, 0.000003, -0.000001, 0.000001, 0.000001, -0.000004, 0.000000
-2118.200213, -543.861377, -2053.641318, -0.000000, -0.000003, 0.000001, 0.000001, -0.000001, 0.000003
-2179.634853, -559.635112, -1983.935596, -0.000003, -0.000001, 0.000001, -0.000001, 0.000002, 0.000001
-2238.918457, -574.856554, -1912.271969, -0.000002, 0.000002, 0.000001, -0.000001, 0.000002, -0.000002
-2295.992519, -589.510683, -1838.721161, 0.000001, 0.000002, -0.000000, -0.000001, -0.000001, -0.000003
-2350.800713, -603.583035, -1763.355757, 0.000002, 0.000000, -0.000001, -0.000000, -0.000003, -0.000001
-2403.288951, -617.059724, -1686.250134, 0.000001, -0.000002, -0.000000, 0.000001, -0.000002, 0.000002
-2453.405433, -629.927450, -1607.480385, -0.000001, -0.000002, 0.000000, 0.000001, 0.000001, 0.000003
-2501.100700, -642.173513, -1527.124247, -0.000002, -0.000000, 0.000001, 0.000001, 0.000003, 0.000000
-2546.327683, -653.785828, -1445.261022, -0.000002, 0.000001, 0.000002, 0.000000, 0.000002, -0.000003
-2589.041747, -664.752936, -1361.971499, -0.000000, 0.000002, 0.000002, 0.000000, -0.000000, -0.000004
-2629.200740, -675.064013, -1277.337875, 0.000001, 0.000001, 0.000001, -0.000000, -0.000003, -0.000003
-2666.765029, -684.708883, -1191.443672, 0.000001, 0.000000, 0.000002, -0.000000, -0.000004, -0.000000
-2701.697544, -693.678028, -1104.373658, 0.000001, -0.000001, 0.000002, -0.000000, -0.000004, 0.000002
-2733.963808, -701.962597, -1016.213761, -0.000000, -0.000001, 0.000002, -0.000000, -0.000002, 0.000003
